"wt_d4","wt_d8","wt_12","pre_idbatchcage","mean_con_ng_ul","batch","period","post_idbatch","pre_idbatch","group","time","Postds","Postrank","Preds","Prerank","condition"
41.5,43.6,37.8,"1Batch14Cage3",65.2156471898141,14,"Pre","3-1Batch14","1Batch14","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
41.5,43.6,37.8,"1Batch14Cage3",65.2156471898141,14,"Pre","3-1Batch14","1Batch14","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
41.5,43.6,37.8,"1Batch14Cage3",154.012951185335,14,"Post","3-1Batch14","1Batch14","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
41.5,43.6,37.8,"1Batch14Cage3",154.012951185335,14,"Post","3-1Batch14","1Batch14","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
35.7,36.6,32.6,"3Batch14Cage3",94.6333384834088,14,"Pre","3-3Batch14","3Batch14","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
35.7,36.6,32.6,"3Batch14Cage3",94.6333384834088,14,"Pre","3-3Batch14","3Batch14","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
35.7,36.6,32.6,"3Batch14Cage3",98.7630129266694,14,"Post","3-3Batch14","3Batch14","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
35.7,36.6,32.6,"3Batch14Cage3",98.7630129266694,14,"Post","3-3Batch14","3Batch14","control","1 hr",-1.5047619047619,3,-2.67621623228031,3,"control"
40,38.7,35.8,"4Batch14Cage3",103.473173258605,14,"Pre","3-4Batch14","4Batch14","control","1 hr",3.45,1,4.7933352402746,1,"control"
40,38.7,35.8,"4Batch14Cage3",103.473173258605,14,"Pre","3-4Batch14","4Batch14","control","1 hr",3.45,1,4.7933352402746,1,"control"
40,38.7,35.8,"4Batch14Cage3",199.823866935203,14,"Post","3-4Batch14","4Batch14","control","1 hr",3.45,1,4.7933352402746,1,"control"
40,38.7,35.8,"4Batch14Cage3",199.823866935203,14,"Post","3-4Batch14","4Batch14","control","1 hr",3.45,1,4.7933352402746,1,"control"
42.7,41.2,40.4,"2Batch14Cage4",71.7016632836281,14,"Pre","4-2Batch14","2Batch14","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
42.7,41.2,40.4,"2Batch14Cage4",71.7016632836281,14,"Pre","4-2Batch14","2Batch14","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
42.7,41.2,40.4,"2Batch14Cage4",149.906839683942,14,"Post","4-2Batch14","2Batch14","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
42.7,41.2,40.4,"2Batch14Cage4",149.906839683942,14,"Post","4-2Batch14","2Batch14","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
33.4,34.4,32.8,"4Batch14Cage4",89.0310809697508,14,"Pre","4-4Batch14","4Batch14","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
33.4,34.4,32.8,"4Batch14Cage4",89.0310809697508,14,"Pre","4-4Batch14","4Batch14","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
33.4,34.4,32.8,"4Batch14Cage4",222.126301863549,14,"Post","4-4Batch14","4Batch14","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
33.4,34.4,32.8,"4Batch14Cage4",222.126301863549,14,"Post","4-4Batch14","4Batch14","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
39.4,39.3,39.8,"1Batch14Cage5",72.9079296177076,14,"Pre","5-1Batch14","1Batch14","control","1 hr",-3.375,4,-4.91818181818182,4,"control"
39.4,39.3,39.8,"1Batch14Cage5",72.9079296177076,14,"Pre","5-1Batch14","1Batch14","control","1 hr",-3.375,4,-4.91818181818182,4,"control"
39.4,39.3,39.8,"1Batch14Cage5",141.575163273998,14,"Post","5-1Batch14","1Batch14","control","1 hr",-3.375,4,-4.91818181818182,4,"control"
39.4,39.3,39.8,"1Batch14Cage5",141.575163273998,14,"Post","5-1Batch14","1Batch14","control","1 hr",-3.375,4,-4.91818181818182,4,"control"
37.8,39.2,38.8,"2Batch14Cage5",89.8123634584627,14,"Pre","5-2Batch14","2Batch14","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
37.8,39.2,38.8,"2Batch14Cage5",89.8123634584627,14,"Pre","5-2Batch14","2Batch14","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
37.8,39.2,38.8,"2Batch14Cage5",100.075833319271,14,"Post","5-2Batch14","2Batch14","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
37.8,39.2,38.8,"2Batch14Cage5",100.075833319271,14,"Post","5-2Batch14","2Batch14","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
41.7,40.6,40.8,"4Batch14Cage5",81.0317772631485,14,"Pre","5-4Batch14","4Batch14","control","1 hr",3,1,5.21818181818182,1,"control"
41.7,40.6,40.8,"4Batch14Cage5",81.0317772631485,14,"Pre","5-4Batch14","4Batch14","control","1 hr",3,1,5.21818181818182,1,"control"
41.7,40.6,40.8,"4Batch14Cage5",88.080514003309,14,"Post","5-4Batch14","4Batch14","control","1 hr",3,1,5.21818181818182,1,"control"
41.7,40.6,40.8,"4Batch14Cage5",88.080514003309,14,"Post","5-4Batch14","4Batch14","control","1 hr",3,1,5.21818181818182,1,"control"
38.9,37.6,36.6,"4Batch14Cage6",98.1334293720601,14,"Pre","6-4Batch14","4Batch14","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
38.9,37.6,36.6,"4Batch14Cage6",98.1334293720601,14,"Pre","6-4Batch14","4Batch14","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
38.9,37.6,36.6,"4Batch14Cage6",360.241905196482,14,"Post","6-4Batch14","4Batch14","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
38.9,37.6,36.6,"4Batch14Cage6",360.241905196482,14,"Post","6-4Batch14","4Batch14","reorganized","1 hr",-0.790476190476191,3,4.60138888888889,1,"descenders"
