"wt_d4","wt_d8","wt_12","pre_idbatchcage","mean_con_ng_ul","batch","period","post_idbatch","pre_idbatch","group","time","Postds","Postrank","Preds","Prerank","condition"
39.3,38.7,39.2,"1Batch1Cage1",81.1378740131697,1,"Pre","1-1Batch1","1Batch1","reorganized","25hr",5.45539215686275,1,5.86467447390856,1,"same"
39.3,38.7,39.2,"1Batch1Cage1",81.1378740131697,1,"Pre","1-1Batch1","1Batch1","reorganized","25hr",5.45539215686275,1,5.86467447390856,1,"same"
39.3,38.7,39.2,"1Batch1Cage1",71.8388019515396,1,"Post","1-1Batch1","1Batch1","reorganized","25hr",5.45539215686275,1,5.86467447390856,1,"same"
39.3,38.7,39.2,"1Batch1Cage1",71.8388019515396,1,"Post","1-1Batch1","1Batch1","reorganized","25hr",5.45539215686275,1,5.86467447390856,1,"same"
40.3,39.1,35.6,"1Batch1Cage2",178.052370976966,1,"Pre","2-1Batch1","1Batch1","reorganized","25hr",-4.70833333333333,4,5.59761472647135,1,"descenders"
40.3,39.1,35.6,"1Batch1Cage2",178.052370976966,1,"Pre","2-1Batch1","1Batch1","reorganized","25hr",-4.70833333333333,4,5.59761472647135,1,"descenders"
40.3,39.1,35.6,"1Batch1Cage2",219.444441343995,1,"Post","2-1Batch1","1Batch1","reorganized","25hr",-4.70833333333333,4,5.59761472647135,1,"descenders"
40.3,39.1,35.6,"1Batch1Cage2",219.444441343995,1,"Post","2-1Batch1","1Batch1","reorganized","25hr",-4.70833333333333,4,5.59761472647135,1,"descenders"
37.3,38.2,39.5,"2Batch1Cage2",91.4392665301958,1,"Pre","2-2Batch1","2Batch1","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
37.3,38.2,39.5,"2Batch1Cage2",91.4392665301958,1,"Pre","2-2Batch1","2Batch1","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
37.3,38.2,39.5,"2Batch1Cage2",33.1494729740813,1,"Post","2-2Batch1","2Batch1","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
37.3,38.2,39.5,"2Batch1Cage2",33.1494729740813,1,"Post","2-2Batch1","2Batch1","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
31.1,31.3,32.1,"3Batch1Cage2",105.968279643107,1,"Post","2-3Batch1","3Batch1","reorganized","25hr",4.80812478376196,1,-3.19736842105263,3,"ascenders"
31.1,31.3,32.1,"3Batch1Cage2",105.968279643107,1,"Post","2-3Batch1","3Batch1","reorganized","25hr",4.80812478376196,1,-3.19736842105263,3,"ascenders"
37.4,39.9,37.5,"4Batch1Cage3",63.2191842068653,1,"Pre","3-4Batch1","4Batch1","reorganized","25hr",-1.18227424749164,3,-1.3,3,"same"
37.4,39.9,37.5,"4Batch1Cage3",63.2191842068653,1,"Pre","3-4Batch1","4Batch1","reorganized","25hr",-1.18227424749164,3,-1.3,3,"same"
37.3,39.5,38.2,"2Batch1Cage4",143.683519686337,1,"Post","4-2Batch1","2Batch1","control","25hr",-0.738888888888889,3,-1.33103448275862,3,"control"
37.3,39.5,38.2,"2Batch1Cage4",143.683519686337,1,"Post","4-2Batch1","2Batch1","control","25hr",-0.738888888888889,3,-1.33103448275862,3,"control"
42.8,42.8,37.6,"3Batch1Cage5",142.469040692991,1,"Post","5-3Batch1","3Batch1","reorganized","25hr",-0.933333333333333,3,5.55641025641026,1,"descenders"
42.8,42.8,37.6,"3Batch1Cage5",142.469040692991,1,"Post","5-3Batch1","3Batch1","reorganized","25hr",-0.933333333333333,3,5.55641025641026,1,"descenders"
37.1,37.2,37.5,"1Batch2Cage1",31.1995983376098,2,"Pre","1-1Batch2","1Batch2","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
37.1,37.2,37.5,"1Batch2Cage1",31.1995983376098,2,"Pre","1-1Batch2","1Batch2","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
37.1,37.2,37.5,"1Batch2Cage1",215.326865571699,2,"Post","1-1Batch2","1Batch2","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
37.1,37.2,37.5,"1Batch2Cage1",215.326865571699,2,"Post","1-1Batch2","1Batch2","reorganized","25hr",-2.61904761904762,3,4.76734449760766,1,"descenders"
31.5,32.3,34.6,"4Batch2Cage1",166.940101643303,2,"Pre","1-4Batch2","4Batch2","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
31.5,32.3,34.6,"4Batch2Cage1",166.940101643303,2,"Pre","1-4Batch2","4Batch2","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
31.5,32.3,34.6,"4Batch2Cage1",68.774488876823,2,"Post","1-4Batch2","4Batch2","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
31.5,32.3,34.6,"4Batch2Cage1",68.774488876823,2,"Post","1-4Batch2","4Batch2","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
36.6,39,38.8,"1Batch2Cage2",34.8643152334486,2,"Pre","2-1Batch2","1Batch2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
36.6,39,38.8,"1Batch2Cage2",34.8643152334486,2,"Pre","2-1Batch2","1Batch2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
36.6,39,38.8,"1Batch2Cage2",95.7487417191344,2,"Post","2-1Batch2","1Batch2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
36.6,39,38.8,"1Batch2Cage2",95.7487417191344,2,"Post","2-1Batch2","1Batch2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
33.4,36.3,36.2,"2Batch2Cage2",75.1428843572082,2,"Pre","2-2Batch2","2Batch2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same"
33.4,36.3,36.2,"2Batch2Cage2",75.1428843572082,2,"Pre","2-2Batch2","2Batch2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same"
33.4,36.3,36.2,"2Batch2Cage2",63.7797764664114,2,"Post","2-2Batch2","2Batch2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same"
33.4,36.3,36.2,"2Batch2Cage2",63.7797764664114,2,"Post","2-2Batch2","2Batch2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same"
35.6,36.6,37.8,"4Batch2Cage3",50.7233860510606,2,"Pre","3-4Batch2","4Batch2","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders"
35.6,36.6,37.8,"4Batch2Cage3",50.7233860510606,2,"Pre","3-4Batch2","4Batch2","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders"
35.6,36.6,37.8,"4Batch2Cage3",56.3740843036573,2,"Post","3-4Batch2","4Batch2","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders"
35.6,36.6,37.8,"4Batch2Cage3",56.3740843036573,2,"Post","3-4Batch2","4Batch2","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders"
36.9,34.7,38.2,"2Batch2Cage4",108.46790394988,2,"Pre","4-2Batch2","2Batch2","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
36.9,34.7,38.2,"2Batch2Cage4",108.46790394988,2,"Pre","4-2Batch2","2Batch2","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
36.9,34.7,38.2,"2Batch2Cage4",60.9136821280833,2,"Post","4-2Batch2","2Batch2","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
36.9,34.7,38.2,"2Batch2Cage4",60.9136821280833,2,"Post","4-2Batch2","2Batch2","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
34,35.4,36.5,"3Batch2Cage4",87.9544406529122,2,"Pre","4-3Batch2","3Batch2","control","25hr",4,1,4.77420178799489,1,"control"
34,35.4,36.5,"3Batch2Cage4",87.9544406529122,2,"Pre","4-3Batch2","3Batch2","control","25hr",4,1,4.77420178799489,1,"control"
34,35.4,36.5,"3Batch2Cage4",123.840380271607,2,"Post","4-3Batch2","3Batch2","control","25hr",4,1,4.77420178799489,1,"control"
34,35.4,36.5,"3Batch2Cage4",123.840380271607,2,"Post","4-3Batch2","3Batch2","control","25hr",4,1,4.77420178799489,1,"control"
30.7,37.3,34.1,"4Batch2Cage4",418.570746735536,2,"Pre","4-4Batch2","4Batch2","control","25hr",-3,4,-4.05092592592593,4,"control"
30.7,37.3,34.1,"4Batch2Cage4",418.570746735536,2,"Pre","4-4Batch2","4Batch2","control","25hr",-3,4,-4.05092592592593,4,"control"
30.7,37.3,34.1,"4Batch2Cage4",54.4445681834651,2,"Post","4-4Batch2","4Batch2","control","25hr",-3,4,-4.05092592592593,4,"control"
30.7,37.3,34.1,"4Batch2Cage4",54.4445681834651,2,"Post","4-4Batch2","4Batch2","control","25hr",-3,4,-4.05092592592593,4,"control"
39.3,318,40,"1Batch2Cage5",228.226705192036,2,"Pre","5-1Batch2","1Batch2","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
39.3,318,40,"1Batch2Cage5",228.226705192036,2,"Pre","5-1Batch2","1Batch2","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
39.3,318,40,"1Batch2Cage5",86.0058994918857,2,"Post","5-1Batch2","1Batch2","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
39.3,318,40,"1Batch2Cage5",86.0058994918857,2,"Post","5-1Batch2","1Batch2","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
36.4,36.2,38.2,"2Batch2Cage5",115.894757274966,2,"Pre","5-2Batch2","2Batch2","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
36.4,36.2,38.2,"2Batch2Cage5",115.894757274966,2,"Pre","5-2Batch2","2Batch2","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
36.4,36.2,38.2,"2Batch2Cage5",145.791648315593,2,"Post","5-2Batch2","2Batch2","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
36.4,36.2,38.2,"2Batch2Cage5",145.791648315593,2,"Post","5-2Batch2","2Batch2","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
44.7,43.9,46.4,"2Batch3Cage1",33.2545342406921,3,"Pre","1-2Batch3","2Batch3","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control"
44.7,43.9,46.4,"2Batch3Cage1",33.2545342406921,3,"Pre","1-2Batch3","2Batch3","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control"
44.7,43.9,46.4,"2Batch3Cage1",55.7115397470245,3,"Post","1-2Batch3","2Batch3","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control"
44.7,43.9,46.4,"2Batch3Cage1",55.7115397470245,3,"Post","1-2Batch3","2Batch3","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control"
43.2,41.7,44.3,"3Batch3Cage1",115.193578839749,3,"Pre","1-3Batch3","3Batch3","control","25hr",3.73461538461539,1,5.83433886375063,1,"control"
43.2,41.7,44.3,"3Batch3Cage1",115.193578839749,3,"Pre","1-3Batch3","3Batch3","control","25hr",3.73461538461539,1,5.83433886375063,1,"control"
43.2,41.7,44.3,"3Batch3Cage1",50.6182137153102,3,"Post","1-3Batch3","3Batch3","control","25hr",3.73461538461539,1,5.83433886375063,1,"control"
43.2,41.7,44.3,"3Batch3Cage1",50.6182137153102,3,"Post","1-3Batch3","3Batch3","control","25hr",3.73461538461539,1,5.83433886375063,1,"control"
40.1,41.9,41.4,"4Batch3Cage1",148.746181862378,3,"Pre","1-4Batch3","4Batch3","control","25hr",-2.75,3,-2.32212885154062,3,"control"
40.1,41.9,41.4,"4Batch3Cage1",148.746181862378,3,"Pre","1-4Batch3","4Batch3","control","25hr",-2.75,3,-2.32212885154062,3,"control"
40.1,41.9,41.4,"4Batch3Cage1",139.233611262876,3,"Post","1-4Batch3","4Batch3","control","25hr",-2.75,3,-2.32212885154062,3,"control"
40.1,41.9,41.4,"4Batch3Cage1",139.233611262876,3,"Post","1-4Batch3","4Batch3","control","25hr",-2.75,3,-2.32212885154062,3,"control"
39,35.8,38.7,"1Batch3Cage2",145.483408661953,3,"Pre","2-1Batch3","1Batch3","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control"
39,35.8,38.7,"1Batch3Cage2",145.483408661953,3,"Pre","2-1Batch3","1Batch3","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control"
39,35.8,38.7,"1Batch3Cage2",62.4975665383507,3,"Post","2-1Batch3","1Batch3","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control"
39,35.8,38.7,"1Batch3Cage2",62.4975665383507,3,"Post","2-1Batch3","1Batch3","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control"
45.3,42.8,44.8,"3Batch3Cage2",86.3051793093466,3,"Pre","2-3Batch3","3Batch3","control","25hr",4.54825174825175,1,4.85391941391941,1,"control"
45.3,42.8,44.8,"3Batch3Cage2",86.3051793093466,3,"Pre","2-3Batch3","3Batch3","control","25hr",4.54825174825175,1,4.85391941391941,1,"control"
45.3,42.8,44.8,"3Batch3Cage2",52.2153536898377,3,"Post","2-3Batch3","3Batch3","control","25hr",4.54825174825175,1,4.85391941391941,1,"control"
45.3,42.8,44.8,"3Batch3Cage2",52.2153536898377,3,"Post","2-3Batch3","3Batch3","control","25hr",4.54825174825175,1,4.85391941391941,1,"control"
44.6,43.5,45.6,"4Batch3Cage2",55.3149627961078,3,"Pre","2-4Batch3","4Batch3","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
44.6,43.5,45.6,"4Batch3Cage2",55.3149627961078,3,"Pre","2-4Batch3","4Batch3","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
44.6,43.5,45.6,"4Batch3Cage2",46.4693298713013,3,"Post","2-4Batch3","4Batch3","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
44.6,43.5,45.6,"4Batch3Cage2",46.4693298713013,3,"Post","2-4Batch3","4Batch3","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
45.2,44.6,46.3,"1Batch3Cage4",128.357068794825,3,"Pre","4-1Batch3","1Batch3","control","25hr",-2.71428571428571,4,-4,4,"control"
45.2,44.6,46.3,"1Batch3Cage4",128.357068794825,3,"Pre","4-1Batch3","1Batch3","control","25hr",-2.71428571428571,4,-4,4,"control"
45.2,44.6,46.3,"1Batch3Cage4",36.6584083681459,3,"Post","4-1Batch3","1Batch3","control","25hr",-2.71428571428571,4,-4,4,"control"
45.2,44.6,46.3,"1Batch3Cage4",36.6584083681459,3,"Post","4-1Batch3","1Batch3","control","25hr",-2.71428571428571,4,-4,4,"control"
44.6,43.2,43.8,"2Batch3Cage4",76.5367469400871,3,"Pre","4-2Batch3","2Batch3","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
44.6,43.2,43.8,"2Batch3Cage4",76.5367469400871,3,"Pre","4-2Batch3","2Batch3","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
44.6,43.2,43.8,"2Batch3Cage4",54.5693628431953,3,"Post","4-2Batch3","2Batch3","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
44.6,43.2,43.8,"2Batch3Cage4",54.5693628431953,3,"Post","4-2Batch3","2Batch3","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
40.4,40.7,41.9,"4Batch3Cage4",63.0719943747231,3,"Pre","4-4Batch3","4Batch3","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
40.4,40.7,41.9,"4Batch3Cage4",63.0719943747231,3,"Pre","4-4Batch3","4Batch3","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
40.4,40.7,41.9,"4Batch3Cage4",149.84173663238,3,"Post","4-4Batch3","4Batch3","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
40.4,40.7,41.9,"4Batch3Cage4",149.84173663238,3,"Post","4-4Batch3","4Batch3","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
39.1,39.4,39.9,"1Batch4Cage1",65.4273563811385,4,"Pre","1-1Batch4","1Batch4","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
39.1,39.4,39.9,"1Batch4Cage1",65.4273563811385,4,"Pre","1-1Batch4","1Batch4","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
39.1,39.4,39.9,"1Batch4Cage1",113.374439722719,4,"Post","1-1Batch4","1Batch4","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
39.1,39.4,39.9,"1Batch4Cage1",113.374439722719,4,"Post","1-1Batch4","1Batch4","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
39.6,38.3,39.6,"3Batch4Cage1",49.6523589452997,4,"Pre","1-3Batch4","3Batch4","control","25hr",-3.35,3,-1.56666666666667,3,"control"
39.6,38.3,39.6,"3Batch4Cage1",49.6523589452997,4,"Pre","1-3Batch4","3Batch4","control","25hr",-3.35,3,-1.56666666666667,3,"control"
39.6,38.3,39.6,"3Batch4Cage1",122.812035521601,4,"Post","1-3Batch4","3Batch4","control","25hr",-3.35,3,-1.56666666666667,3,"control"
39.6,38.3,39.6,"3Batch4Cage1",122.812035521601,4,"Post","1-3Batch4","3Batch4","control","25hr",-3.35,3,-1.56666666666667,3,"control"
39.4,39.9,41.7,"4Batch4Cage1",197.852696321426,4,"Pre","1-4Batch4","4Batch4","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
39.4,39.9,41.7,"4Batch4Cage1",197.852696321426,4,"Pre","1-4Batch4","4Batch4","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
39.4,39.9,41.7,"4Batch4Cage1",117.84876502758,4,"Post","1-4Batch4","4Batch4","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
39.4,39.9,41.7,"4Batch4Cage1",117.84876502758,4,"Post","1-4Batch4","4Batch4","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
37.6,38.6,34,"1Batch4Cage2",49.3114984595813,4,"Pre","2-1Batch4","1Batch4","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
37.6,38.6,34,"1Batch4Cage2",49.3114984595813,4,"Pre","2-1Batch4","1Batch4","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
37.6,38.6,34,"1Batch4Cage2",166.004325957717,4,"Post","2-1Batch4","1Batch4","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
37.6,38.6,34,"1Batch4Cage2",166.004325957717,4,"Post","2-1Batch4","1Batch4","reorganized","25hr",5.75476190476191,1,-2.42857142857143,3,"ascenders"
33.9,39.1,34.4,"4Batch4Cage2",103.466279864663,4,"Pre","2-4Batch4","4Batch4","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same"
33.9,39.1,34.4,"4Batch4Cage2",103.466279864663,4,"Pre","2-4Batch4","4Batch4","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same"
33.9,39.1,34.4,"4Batch4Cage2",169.888391965096,4,"Post","2-4Batch4","4Batch4","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same"
33.9,39.1,34.4,"4Batch4Cage2",169.888391965096,4,"Post","2-4Batch4","4Batch4","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same"
38.2,36.5,38.6,"2Batch4Cage3",163.52207932221,4,"Pre","3-2Batch4","2Batch4","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders"
38.2,36.5,38.6,"2Batch4Cage3",163.52207932221,4,"Pre","3-2Batch4","2Batch4","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders"
38.2,36.5,38.6,"2Batch4Cage3",111.014492252825,4,"Post","3-2Batch4","2Batch4","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders"
38.2,36.5,38.6,"2Batch4Cage3",111.014492252825,4,"Post","3-2Batch4","2Batch4","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders"
41.8,40,39.1,"1Batch4Cage4",75.858266660179,4,"Pre","4-1Batch4","1Batch4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same"
41.8,40,39.1,"1Batch4Cage4",75.858266660179,4,"Pre","4-1Batch4","1Batch4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same"
41.8,40,39.1,"1Batch4Cage4",71.9378705562293,4,"Post","4-1Batch4","1Batch4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same"
41.8,40,39.1,"1Batch4Cage4",71.9378705562293,4,"Post","4-1Batch4","1Batch4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same"
38.4,40,40.6,"4Batch4Cage4",60.685671917562,4,"Pre","4-4Batch4","4Batch4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
38.4,40,40.6,"4Batch4Cage4",60.685671917562,4,"Pre","4-4Batch4","4Batch4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
38.4,40,40.6,"4Batch4Cage4",78.6142692793386,4,"Post","4-4Batch4","4Batch4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
38.4,40,40.6,"4Batch4Cage4",78.6142692793386,4,"Post","4-4Batch4","4Batch4","reorganized","25hr",-2.43333333333333,3,-0.979487179487179,3,"same"
36.5,36.3,37,"1Batch4Cage5",391.576668227857,4,"Pre","5-1Batch4","1Batch4","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
36.5,36.3,37,"1Batch4Cage5",391.576668227857,4,"Pre","5-1Batch4","1Batch4","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
36.5,36.3,37,"1Batch4Cage5",98.0151576844987,4,"Post","5-1Batch4","1Batch4","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
36.5,36.3,37,"1Batch4Cage5",98.0151576844987,4,"Post","5-1Batch4","1Batch4","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
32.7,32.2,34.7,"2Batch4Cage5",202.630628419493,4,"Pre","5-2Batch4","2Batch4","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders"
32.7,32.2,34.7,"2Batch4Cage5",202.630628419493,4,"Pre","5-2Batch4","2Batch4","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders"
32.7,32.2,34.7,"2Batch4Cage5",238.179680818244,4,"Post","5-2Batch4","2Batch4","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders"
32.7,32.2,34.7,"2Batch4Cage5",238.179680818244,4,"Post","5-2Batch4","2Batch4","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders"
32.7,32.2,34.7,"2Batch4Cage5",238.179680818244,4,"Post","5-2Batch4","2Batch4","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders"
32.7,32.2,34.7,"2Batch4Cage5",238.179680818244,4,"Post","5-2Batch4","2Batch4","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders"
32.7,34.5,35.4,"1Batch5Cage1",90.1546727374937,5,"Pre","1-1Batch5","1Batch5","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
32.7,34.5,35.4,"1Batch5Cage1",90.1546727374937,5,"Pre","1-1Batch5","1Batch5","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
32.7,34.5,35.4,"1Batch5Cage1",56.0207777657873,5,"Post","1-1Batch5","1Batch5","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
32.7,34.5,35.4,"1Batch5Cage1",56.0207777657873,5,"Post","1-1Batch5","1Batch5","control","25hr",-1.81818181818182,3,-2.42592592592593,3,"control"
32.8,36.3,35.8,"3Batch5Cage1",37.2204812598304,5,"Pre","1-3Batch5","3Batch5","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control"
32.8,36.3,35.8,"3Batch5Cage1",37.2204812598304,5,"Pre","1-3Batch5","3Batch5","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control"
32.8,36.3,35.8,"3Batch5Cage1",296.634025910676,5,"Post","1-3Batch5","3Batch5","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control"
32.8,36.3,35.8,"3Batch5Cage1",296.634025910676,5,"Post","1-3Batch5","3Batch5","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control"
38.8,37.8,36.8,"4Batch5Cage1",99.35709572001,5,"Pre","1-4Batch5","4Batch5","control","25hr",5.30707070707071,1,5.69410774410774,1,"control"
38.8,37.8,36.8,"4Batch5Cage1",99.35709572001,5,"Pre","1-4Batch5","4Batch5","control","25hr",5.30707070707071,1,5.69410774410774,1,"control"
38.8,37.8,36.8,"4Batch5Cage1",99.626057724584,5,"Post","1-4Batch5","4Batch5","control","25hr",5.30707070707071,1,5.69410774410774,1,"control"
38.8,37.8,36.8,"4Batch5Cage1",99.626057724584,5,"Post","1-4Batch5","4Batch5","control","25hr",5.30707070707071,1,5.69410774410774,1,"control"
36.9,36.4,36.9,"1Batch5Cage2",133.119051753344,5,"Pre","2-1Batch5","1Batch5","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
36.9,36.4,36.9,"1Batch5Cage2",133.119051753344,5,"Pre","2-1Batch5","1Batch5","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
36.9,36.4,36.9,"1Batch5Cage2",57.716166712735,5,"Post","2-1Batch5","1Batch5","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
36.9,36.4,36.9,"1Batch5Cage2",57.716166712735,5,"Post","2-1Batch5","1Batch5","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
35.7,35.7,36.8,"2Batch5Cage2",105.32355702223,5,"Pre","2-2Batch5","2Batch5","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
35.7,35.7,36.8,"2Batch5Cage2",105.32355702223,5,"Pre","2-2Batch5","2Batch5","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
35.7,35.7,36.8,"2Batch5Cage2",71.6636350446161,5,"Post","2-2Batch5","2Batch5","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
35.7,35.7,36.8,"2Batch5Cage2",71.6636350446161,5,"Post","2-2Batch5","2Batch5","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
35.9,34.8,35.1,"3Batch5Cage3",141.708127908149,5,"Pre","3-3Batch5","3Batch5","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
35.9,34.8,35.1,"3Batch5Cage3",141.708127908149,5,"Pre","3-3Batch5","3Batch5","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
35.9,34.8,35.1,"3Batch5Cage3",119.497026719396,5,"Post","3-3Batch5","3Batch5","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
35.9,34.8,35.1,"3Batch5Cage3",119.497026719396,5,"Post","3-3Batch5","3Batch5","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
43.8,43.2,42.8,"4Batch5Cage3",158.454352618513,5,"Pre","3-4Batch5","4Batch5","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
43.8,43.2,42.8,"4Batch5Cage3",158.454352618513,5,"Pre","3-4Batch5","4Batch5","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
43.8,43.2,42.8,"4Batch5Cage3",165.266727547779,5,"Post","3-4Batch5","4Batch5","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
43.8,43.2,42.8,"4Batch5Cage3",165.266727547779,5,"Post","3-4Batch5","4Batch5","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
